simulation_unit_id,truth_state,synthetic_ground_truth_known,qpp_component_present,true_period_s,qpp_fraction,qpp_phase_rad,signal_family,n_samples,red_noise_alpha,gap_quality_regime,truth_source,truth_sha256
F3BBG_N015_A0_Q001_R013:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,1bff31defb65ed17770b8a522c11f475c8f3c878f22b79ff761f3de2d6819327
F3BBG_N015_A0_Q001_R013:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,44.05037402235358,0.01,2.9733478146770005,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,b6eb9e253a7a2d6151e650cb8bdd361251cdae38f5fceae989dd91983fecf52f
F3BBG_N015_A0_Q001_R019:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,b899af22aeb0bf9fd8c5b3e3f8b2371b75a9d3aaf317c14a3841fc0c4d806652
F3BBG_N015_A0_Q001_R019:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,41.41520086707773,0.01,2.4319125785269415,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,6bf66218e803dfc0cf8130c74da410964174702d3d5076df480e9432d776b108
F3BBG_N015_A0_Q001_R025:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,da9c6490862f386385ae110567e0c8fcd228b90484837d770cdf7dd96b59f132
F3BBG_N015_A0_Q001_R025:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,63.77153573692542,0.01,2.064080794965256,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,a6c926a80e43fd0344d90331c919283c04778987df7481fd310cfe39eb16abc5
F3BBG_N015_A0_Q001_R028:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,d03e38aea5cf6f316541ee03353355855a4e3ea6904c8b505695f9e15383ece6
F3BBG_N015_A0_Q001_R028:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,47.997566984486305,0.01,1.3032681753192021,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,5230fc22d8bf2d3ddfc4c7b5a4a6afb026650ee166b2b5869c1dfcf34942bd50
F3BBG_N015_A0_Q001_R029:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,181f87513d0ad4057a4992b6f072118fcb2395093125f780b98078aad426fad1
F3BBG_N015_A0_Q001_R029:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,86.52577217114961,0.01,5.91576267390748,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,1cd76889e18754242793807f5612cb1ae8dbc46a1d46b943af182a1cc19bb6f3
F3BBG_N015_A0_Q001_R030:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,9c0fc89ed3c8e85e07105c34a9ef313e2a816ed3517c638a326e350c19cf8ad0
F3BBG_N015_A0_Q001_R030:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,70.0859432038663,0.01,5.583045319572545,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,264562c712ced5f71704cfdca37353b8bc02e3ebe4b9a0c6e6c0c1e943687fc2
F3BBG_N015_A0_Q001_R031:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,645af4e0edef25653680edfc59efd928455439bd7390abad0817838253afeefb
F3BBG_N015_A0_Q001_R031:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,55.54201572574564,0.01,4.832712611963589,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,b6cfb08f76b44f54d81a40dfd9b5214f1260f68d8b13a5c86ab6705f578bfb15
F3BBG_N015_A0_Q001_R033:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,24e828b1bb28a11d8d8fc8bbe5cde7271dae1c056fd30339b27b2e23d373387d
F3BBG_N015_A0_Q001_R033:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,49.64742982521561,0.01,2.308744441091682,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,d73ebdacc8ea3869f151fca8d442cf9cab9f18d8fc777727ebde3e2bc5024a4c
F3BBG_N015_A0_Q001_R034:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,16ca7d5fe86acb27cd563f0bb451649fcdf0c2857e04f690d426d424da3980f4
F3BBG_N015_A0_Q001_R034:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,69.27073638643023,0.01,2.981634778371062,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,8f9a1d7083c04d2406306379aef55e7ad3f50ef396038f9d9e65c826dfaa83e5
F3BBG_N015_A0_Q001_R035:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,c7db477414265d760a7a568d128325ebc80c9ceb53596c0154eddb5affa832e4
F3BBG_N015_A0_Q001_R035:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,48.78434854704886,0.01,2.570783586675045,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,448f6d387a5c921f103442eef9278dfa725d43eebb0fa5e3959284729dcb7b84
F3BBG_N015_A0_Q001_R036:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,5b1a9ade5e57fb344138b1313a3b4fb3fa7bc20ec0181771ff554ce81a798164
F3BBG_N015_A0_Q001_R036:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,44.95557792333583,0.01,1.7011580107141315,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,10990376251b50095c2637c3d607d7b6e6607b24de00d2d0628f905b53969053
F3BBG_N015_A0_Q001_R037:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,21e489a1c53b29709897ebe59fee5410b0ba10819e1d113fdc1af550c5e78534
F3BBG_N015_A0_Q001_R037:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,58.668917384893625,0.01,4.541352715294362,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,70e0d75952903abf2cf59bc9af39ec5ed53258a53eb5b21d51d4740e126f63b5
F3BBG_N015_A0_Q001_R038:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,d3177db493962ab75c6f0bf8f7d37402de6bd0015b0a9d929292b3dd2e65daf9
F3BBG_N015_A0_Q001_R038:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,78.00996718577193,0.01,4.313685014549157,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,2c2633ce0ece596ce0d52a222b964a9e9e89d94792be6bf16ecdd2046d55db74
F3BBG_N015_A0_Q001_R039:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,3ad16c7ff983d6c95b173c22e03a5c79bb0c70178fb07b1882fb1ebc0d17db35
F3BBG_N015_A0_Q001_R039:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,87.53046518735535,0.01,2.0069825575198745,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,1a5c089ee6a731cd45442d755506999eb58400167c2b076ab59b3987ab4dfd26
F3BBG_N015_A0_Q001_R040:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,7b96094e1dfeb93b7f941d0a6fd4437833953b035aa6fd0cafecb4a555d8be70
F3BBG_N015_A0_Q001_R040:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,50.07299360420042,0.01,4.0306926306390185,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,f36d5ba8c56391c70edc2b46ec50114323ced6640f6ba9b7367ce516f06f8c31
F3BBG_N015_A0_Q001_R041:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,fb0ea04302dcd13a805a879bb651f7733de04cb3fa5993babbef5f87068a3a9a
F3BBG_N015_A0_Q001_R041:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,49.63996321327723,0.01,2.0353614672752154,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,022dd552af9d6e8eecb6b2df188dc9c9fa6bb91ccd347e79715d1b461861cb31
F3BBG_N015_A0_Q001_R044:NULL:INTERNALMASK,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,F3B2_FROZEN_GENERATOR_BINDING,618b2d8a40462c9b3e610a5970f9e2df2c403904c3e7228a46805f216b13319e
F3BBG_N015_A0_Q001_R044:NULL:PEAKMASK,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,PEAK_SAMPLE_MASKED,F3B2_FROZEN_GENERATOR_BINDING,041060d6ac483ec69b5d3c33bcec38932641eb85520dc4a073d8bde6c5c71663
F3BBG_N015_A0_Q001_R044:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,d1592b57683cee9b3f898c313ce57add61f17fd6122a7f03c4475c1be19224d3
F3BBG_N015_A0_Q001_R044:POS:INTERNALMASK,SYNTHETIC_QPP_PRESENT,True,True,86.10439217547197,0.01,0.8277046367789045,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,F3B2_FROZEN_GENERATOR_BINDING,149b57eb8bf0300b41ec7bd8449a4da013f24e1d9db101290a8d8e663dc3fb3d
F3BBG_N015_A0_Q001_R044:POS:PEAKMASK,SYNTHETIC_QPP_PRESENT,True,True,86.10439217547197,0.01,0.8277046367789045,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,PEAK_SAMPLE_MASKED,F3B2_FROZEN_GENERATOR_BINDING,6b8531c9ba89a8f444e05e5cb97b7aff59b7575f9ccb22663387e780d31b2a0e
F3BBG_N015_A0_Q001_R044:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,86.10439217547197,0.01,0.8277046367789045,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,30a8a0b65650eec8aa2c37aeb792ec887f4ab9fd4073b747ecb432199c0dd848
F3BBG_N015_A0_Q001_R047:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,f3778f6c3031856e215cb6cbfedd18d0a09c5cc46dbded50733234a5392625b2
F3BBG_N015_A0_Q001_R047:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,63.529309910213854,0.01,2.5379001619865296,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,8d59a4976246236f29c61e5b6a2a853b11ee9472626a2f57e95a1b36f954dc52
F3BBG_N015_A0_Q001_R053:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,cc6d1a6518a8e4c3f193e4d0b97ac1dafdc286c8923b262ad25aba7cd2cdba8a
F3BBG_N015_A0_Q001_R053:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,65.93139439759574,0.01,5.939833016016243,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,c3f33be916a54d0dccd30cca8576a4a714930795cc5ec7dee9f4a2336fa09d92
F3BBG_N015_A0_Q001_R054:NULL:INTERNALMASK,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,F3B2_FROZEN_GENERATOR_BINDING,e9606dd2e3bfff46eb559f000d7208bed82a23ad7384c468b051fb8dd9dc5786
F3BBG_N015_A0_Q001_R054:NULL:PEAKMASK,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,PEAK_SAMPLE_MASKED,F3B2_FROZEN_GENERATOR_BINDING,6ccaec89bc8d3b80937f4f0de57051dfb2f8952ad32806a9d2b46c49b12d32f5
F3BBG_N015_A0_Q001_R054:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,a6053db21de099b7e4feeb85a32465085f8471102f07a0bf42cfc6b8a276f8de
F3BBG_N015_A0_Q001_R054:POS:INTERNALMASK,SYNTHETIC_QPP_PRESENT,True,True,54.05201303533685,0.01,4.468910603954427,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,F3B2_FROZEN_GENERATOR_BINDING,df9abbee5651df8e1691f0349ff4599448953563933b5980103765229b9f4a53
F3BBG_N015_A0_Q001_R054:POS:PEAKMASK,SYNTHETIC_QPP_PRESENT,True,True,54.05201303533685,0.01,4.468910603954427,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,PEAK_SAMPLE_MASKED,F3B2_FROZEN_GENERATOR_BINDING,649b306f2364f1f3d5f5abaceeba39166228bf9abd35e7df4c4f989d97e5c8c4
F3BBG_N015_A0_Q001_R054:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,54.05201303533685,0.01,4.468910603954427,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,5f871dbd6d7f9533aad4cf101662a432af7fd53013791fdf19fbf2f244197582
F3BBG_N015_A0_Q001_R055:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,7a63982280b42d1df784284ecc702dd556a2f509e41c354cdd204ee2221c707f
F3BBG_N015_A0_Q001_R055:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,55.97633863750731,0.01,5.210414072315759,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,72476deec0f612a1dacee1d9c393bfcb2c95c5bca5e9f086edac9bb4d632ed5c
F3BBG_N015_A0_Q001_R059:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,c97339b91a76b1bd42d024b0723535dd6e3d6faaad84cf1214086c80e9daaef7
F3BBG_N015_A0_Q001_R059:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,45.40878779007848,0.01,1.6803378191761245,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,bcdbc4526aeca064ea4c5ca109aa77ca2b5ad16c6d78c464ff92603f1006e708
F3BBG_N015_A0_Q001_R062:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,e769a5180997bf2b3aa953bcddf738a23a484541a2a37a64d082bb99368c31e6
F3BBG_N015_A0_Q001_R062:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,58.282521460450106,0.01,5.239657600419969,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,904bd0df4085bb849730ad47707b4b25c5c464059110aa23fbcec3cb9a978a52
F3BBG_N015_A0_Q001_R063:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,449bdda3cf4af3cad138b51ce84a72e01d231d46f55d643c2eea0e690c75b7f1
F3BBG_N015_A0_Q001_R063:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,67.36891216916186,0.01,3.762653102986273,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,a6f380f4cb5592544a63fe565288aa4f517e7d7328ab38481d178a627753ba12
F3BBG_N015_A0_Q001_R065:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,17750f9c864dac93457efe6b29ce659dc52308fdbc4bb9f875cd4ce0f37a79f7
F3BBG_N015_A0_Q001_R065:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,55.95657185040505,0.01,2.797047605224972,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,854f39e08c12248ad6530813069b5b5bc79f326e3705584ff81f941b945a4d80
F3BBG_N015_A0_Q001_R067:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,0c73cd8b07ab95d00ae18bdbea1e2dc8aede2b4ec6f1fb658166b4e05f92b9a0
F3BBG_N015_A0_Q001_R067:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,50.83090404156926,0.01,2.7446043834800036,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,51717aabcdf3efeb07af3c395c3bf1f7e3345b78ab8aaa2e4d1bbd96ef250c86
F3BBG_N015_A0_Q001_R070:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,fd70672f08d39195e4cedd752a5fa974d54556cca94274e5e1cb9da2d0fe94c9
F3BBG_N015_A0_Q001_R070:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,91.61039020381038,0.01,1.3048711424728057,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,27c1fb526c33056045fdb5b1c4c5583c325a05e8c31b8da8e32c880d5f97b63d
F3BBG_N015_A0_Q001_R071:NULL:INTERNALMASK,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,F3B2_FROZEN_GENERATOR_BINDING,e544934871bd991d45189ab8871b3033efd1dfc615af2037a78ac83d946387ba
