background_realization_id,split,n_samples,duration_s,red_noise_alpha,positive_pair_qpp_fraction,split_rank_sha256,challenge_rank_sha256,background_entropy,period_entropy,noise_offset,noise_length,noise_sha256,phase_rad,phase_sha256_or_canonical_repr,true_period_s,period_upper_bound_s,cycles_in_window,generation_status,generation_failure_reason,redraw_count
F3BBG_N015_A0_Q001_R030,DEVELOPMENT,15,280.0,0.0,0.01,916d560eda848ba598869f62825f1d0619aa64b973883397daf6ed62893d05c9,1ed13e256121523acf1544adb02f6d0632caa1f12d696c8a23e13ef355ac9ea5,146810122679988162281595225760487089645,22348867560292447059373542980555397649,150,15,1ac9d5380535cea90e4d9c059b41afb1d51f94892608fb80dbc7bbf18c0c30fc,5.583045319572545,1263624a2b86840e97ea29211d72bc31d34226c4016e4ef50a78e151f57c299b,70.0859432038663,93.33333333333333,3.9950949819642836,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R031,DEVELOPMENT,15,280.0,0.0,0.01,1d78107f7494556698551fe3d4cf7dd2ff078a77589514adf049365a0cdcd58d,3d58ddc6afed324fb39a3549f49c38b0883404abd1dfa14879932c8e89c19020,276944942430627987580213598914008396198,328743688837101949048027292523868668343,165,15,cfb4376a0fcd63e063cd1aca30b23088c9cc46f89109c8c099ed245af599144d,4.832712611963589,cc5b8270a4d1d368f8f4c393079de464086d565004e0d9cedbedaa496b89f2c5,55.54201572574564,93.33333333333333,5.041228632798977,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R033,DEVELOPMENT,15,280.0,0.0,0.01,52236e7140ac1ed181675b25627c40cee4a6d785db93e154e342f2e4a6e57f1e,118fc3f8ddcd700bb3403afe051442ed653a87dc1eedd5523a84e1c482ad7113,92028935629153888386941548667643607008,265767622703329300461283157069654931077,180,15,9ef562029d99576ef4bddb4a34881916562a3b8e0b7742b2126148017d749147,2.308744441091682,dcb008be7c5af2067490024f8cf873d0d0fd3e8243b3897a7d481c16d2c0eb93,49.64742982521561,93.33333333333333,5.639768281776991,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R034,DEVELOPMENT,15,280.0,0.0,0.01,6c0656317124a9d3853cd1146447afbadb85cce63ed4822a607de22ca4a88bf5,cec3952c1e7a3dfb6b8ae8807f1ddcc75154d8f6f0f948554f37d45abec5dbfa,189244487691207327609768069785633372760,235826974939626762196891982812755778743,195,15,3102c2f3a861d3d56c446b0edba089e390ae75209b636fbf759ed32cfaa9e7be,2.981634778371062,3889d414ea3870988d5cb3eccc5471e277a71eb7080a14b2075ecc6c54d41033,69.27073638643023,93.33333333333333,4.042110920230531,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R035,DEVELOPMENT,15,280.0,0.0,0.01,547b28c54b504dab0db90a1b2ee5fecf1f4b7bcd9dffc92124c47973a67eab5c,68b8e3d8579ec8fe354442ecc293d057c51ce186ca1a24f852672ccdca259c4f,121900474608004809249281394524017537454,109774643945035792267291678826509117284,210,15,5adf544a2ef7525dd9d8d4bc3a122804171d14572f9a955b88ee26574f0debfb,2.570783586675045,44f54c26a1f3d1a85553880a11284c49be275ddec2f2ab36e9b4229bbf80f783,48.78434854704886,93.33333333333333,5.7395457424210745,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R036,DEVELOPMENT,15,280.0,0.0,0.01,80755dbbf81d418a5a6807f890fe2b00828359efbdce475f1d2950903a30c4af,fc2182fb960c580dffe2dbcb3919c5fb73b10442a034c06a9e8ad771e11e3dd1,4149810412929071093189964213805056492,177619845690238522932800004109309759103,225,15,ac3c5a81e165d2e2e01e5f6163ad71810f4c3767298fa04139da7efec029b232,1.7011580107141315,443b2d7cc92ed42a7adf4c54d1273c2ea395af97b2ccd5d89992bc7b332cf647,44.95557792333583,93.33333333333333,6.228370603476455,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R037,DEVELOPMENT,15,280.0,0.0,0.01,8efbf3c08a1fbd6b8f55b322163055591eb9a37d5f84b4bd51e6f2daf6ee1587,ed1b65d6739ae2ffc97e4a023c73f69fa1220f94a1c454094d3509b5da6bb5e5,230645646051107426388294984864257897172,323437304740676551100464066428717833255,240,15,f468216622de9c6977c79aaf51f3755f9b867f05cb37ccf2aa088a42592a200e,4.541352715294362,e5bf55b2a783d3f51c689f1b5cf0ab058367cb7bd51aae45aec46812f3be1656,58.668917384893625,93.33333333333333,4.772544176383521,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R038,DEVELOPMENT,15,280.0,0.0,0.01,8d58b8d03d2e86f794de8c187dac772842a855eed7c1fe7b848ad459cadcb05a,5d91acef8c4a665fbf45fbfe06f9bb1cd423b017a2d4ec103fb24ac84d1ada13,264837248774935758817853811455836317329,20335915518921649582169547097242050804,255,15,cd1189e5c99d714855a7838ca6874cffda2a83a4cc52bde2279f0a0c66856071,4.313685014549157,738ffa8dbd54d419f3d761ad41e3a25b037c0c74b0c50053a6b8e929c0524e10,78.00996718577193,93.33333333333333,3.5892849350033904,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R039,DEVELOPMENT,15,280.0,0.0,0.01,807a7c407503c23e0e50e4a6dc990684b5040e86e0b548e1482dec6fbb703375,82738079c09f7244caa2275f70544d125bdead9e5b9139e0e718e66db57ad109,248753178759520425155667671352937668304,225606251466299270555688381466127028352,270,15,b301413621d8d0e9b9e4f1b61e1cf45d508a384387b50460a6458bb15131aa72,2.0069825575198745,99a8538b900985427f57e05ba51b0bac31dcd875562b89ba72520788737bf866,87.53046518735535,93.33333333333333,3.1988862323611733,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R040,DEVELOPMENT,15,280.0,0.0,0.01,6a1423749b58b849e87840fe47b989ea263eb64da71549914fb576765cd413cd,40c4c4c75b82cf13695cbcf451b7b275ad1301f3f5e662bcc6ef8be033af8b09,158158631161528273980645026452304723175,237738026347927750490031598713647566464,285,15,a8fb0d55162453087a4a40c11006bc6e03ff38e1ddfd6aa4bcc192f8b2becad7,4.0306926306390185,64b5c1f7f04a01175bb58bda520a877d36f3a1b7b7fc2e1a1886c534626b4588,50.07299360420042,93.33333333333333,5.59183663379998,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R041,DEVELOPMENT,15,280.0,0.0,0.01,050fe92cf4f23c4b8e11c4920a63421cd7927129d3973c0e4455121d56811e5a,11f73f18555d8e936419a2b14fcc8d7b6bb422caa674da457ff5b4c6e7eb3c50,118515642244778590557935515739018004382,142300475082724575306510116512912041961,300,15,43f262cd341c6beeb35c507567893d5e18f3b4d4ea1b21302d68aa96b6835712,2.0353614672752154,3262df05a39ed29e46de0658febc4bc8a9d5c1d9dbe1ff0fc3d9a598aa1835c6,49.63996321327723,93.33333333333333,5.640616589439943,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R044,DEVELOPMENT,15,280.0,0.0,0.01,5fe76d746483f650559de2ca51cecf26d2ca80872d9c31209888033e7dd886ce,036e9943201fe003a03c82826e304163fe35b53bb4f86cae9ac6bd28271ea7d1,75863134139930596870620572803191876566,164629977376463060180075708805454401556,315,15,d4562e1590ee51a9737147c994c04c189bd1f58cdc91521a4f57fb875b59f91b,0.8277046367789045,306a29b5824430fb0dc05f8f17bd6443a7fb5b5f504a677912a21342ea849fb5,86.10439217547197,93.33333333333333,3.2518666345078953,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R047,DEVELOPMENT,15,280.0,0.0,0.01,80938ae7f0e99010a26bb2ea745b661d8ecb3480c5d4edba37776822128ca19a,fa640ee43881182ea346f2485cda0f2359d5605629fb886795d68ac60b1ce00f,225514266057816571428381971444764411098,77988435168873253863509037638991882933,330,15,eecd608ad5d82416df5d4c2e9a34983d2bb89bcd309fc64983e9d574bc0dd3ce,2.5379001619865296,7787d38a4b64cfe510a5734d947480da2112827c0f277a6e09ecc0267efe7ebd,63.529309910213854,93.33333333333333,4.4074144736614445,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R053,DEVELOPMENT,15,280.0,0.0,0.01,7249e64313ee66bfa67b880bd84b7513dcc0176942e58acfb8cb0e9c7dcfab00,71300d407b7d4db7c811be49f4c26d842a54fcbafaa73a797e8af713a38ba637,171630477935593429595022518311011014330,59398638010393841340498661018873869129,345,15,e6170677f4d409673968a9b52ae4d265995f0a3784435536cf3187f8843cd015,5.939833016016243,482a2bcf7a6caa24000b1e8226e246e32624d549149f6af15fdeea0915148366,65.93139439759574,93.33333333333333,4.2468387413661395,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R054,DEVELOPMENT,15,280.0,0.0,0.01,40d9efae2ca41ce06cecea2ce3762489f1aba60686ee4b2b5cd3b669693ad288,07b4eaf8aa49e82915b7d67f83df318d62e98a0c012156f5c0fe392e8bd80121,78451426416833887949798892401710384581,126920942227224635233076946301375370384,360,15,f658927206f5f5d097dd224302b2fb3f5428a7bf2d4fa18e2a3a8ebfd920f6a1,4.468910603954427,d6ce0d95fcc6b93426e33660d2095376b0e22b4d23001387679f39775bae44a7,54.05201303533685,93.33333333333333,5.180195598209233,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R055,DEVELOPMENT,15,280.0,0.0,0.01,25745a4c94f8aff89cd4e40e12f70b54e25331705a3effa6ef71d888a5b9f6f2,f43afaa621b18e2586ef7897e32954f45e4c9cb848994901fe974d9777cb665b,63059702522713869806366468580397018377,144910637023749403745046533741058393147,375,15,6d46e5a90fc003b43a8920b00c9145e2a3714b127502fdd4d73dc38268a57cf9,5.210414072315759,1c2da4e801e21e2794f9e2425dc763e14c44d64dffd37f3d1bf6d811426604c4,55.97633863750731,93.33333333333333,5.0021135146625,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R059,DEVELOPMENT,15,280.0,0.0,0.01,52149a159d5bf7909741c43fc14c50c03575c6b68f3cfa73bdce3af1eae02bbd,7cc428a81e3e8ffb03cfc7d3ffb961cf201749dac5581f5ca479fa25458988f0,110527481917513271425991394285239045376,89483854009283051350524541138206537832,390,15,85d4a77d1db90166c76b0e31f4cca2ed510aa4861ccfc2d950b5b69a0fcd4866,1.6803378191761245,f7700a221eb2ce4207d5f0cd4e50f599ce30cff6c91724462586d95033cdc35a,45.40878779007848,93.33333333333333,6.166207327410272,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R062,DEVELOPMENT,15,280.0,0.0,0.01,4f28be7f6209eaeaa671bb1ccb741d5fd653954f694b5def4a20c64c972cfc23,ed6100c71638143558b8fd3ecf70b8146e3531f4d66753ee777401671762af8b,133592880500423704076980604396447403491,300003663372934025321349825312940339790,405,15,ecd8695a8d17141f380d2dcce6573fbfb1068eee961e5548558ceb1f04fbd5c6,5.239657600419969,309d617376db3261f417e0c3a75a61140fba7d4bcbb02aa8e17e024e75380fd1,58.282521460450106,93.33333333333333,4.804184736413729,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R063,DEVELOPMENT,15,280.0,0.0,0.01,62545289abc6a44dd6d26eca12680360d4eaee41471e4361f94a7cc830211378,fb337b79a2acb4d7a47ea03ea1e38efcf497b845321a4a3109df3cf35e6fd2bb,104790627505907211584383054522435738277,316156427493793709644763152411438152951,420,15,23c21d01f8ff6a8d07f619f7b8e595314ce766e3463f948331d4117812543646,3.762653102986273,42976385016d680f8b494b4cea8ec8f30ddbcaf2a3bb5efac0caceef70f399e7,67.36891216916186,93.33333333333333,4.156219701112676,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R065,DEVELOPMENT,15,280.0,0.0,0.01,30d206058a31644c43a51d5735289e6f5632defec1815a3b42ca86b93400ca5c,a478eaac8f4b67ae55901404deebaa3297544519764092366c9989fa976436e1,89620343540319787654879980030348326909,188412870644936852463486493485440261823,435,15,eaefbbd021da75222f0cecb9e1d16eac932e1a262fde1ffb67d0c25eabe8456d,2.797047605224972,5a7683968101a298a4ab2e88da2d97c5d62491ae9ba4098e1285146a175868e8,55.95657185040505,93.33333333333333,5.0038805227124215,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R067,DEVELOPMENT,15,280.0,0.0,0.01,814dfb630e5797bc3f72df03891c2bd9c2f414c657698f154e425fae696b0305,7762b0e005b9ce4da890d6341e49c725709b15d07abf96cd6532dfa144e09fea,136061148823953602823944781061190734690,78300391485960249321944023149204156455,450,15,961e9636a790b801e74264245f1ad99ab023deb19343138d6f62cd9ed248ce34,2.7446043834800036,d85209132c951003115d5048d9429bbc1f3dea40ddbdb94b3effbf39a8812cf2,50.83090404156926,93.33333333333333,5.508459967011749,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R070,DEVELOPMENT,15,280.0,0.0,0.01,46506ff5b8552eaf023a6cec841e2f323c1194a1495c445545aab16e0333d873,1537e4f01d3d11101301d34d7b65f4a1b11a6fb22793f06c08eb053dd9e55c84,127246390854032324520991476732160853248,174739266308245601569349001489763548873,465,15,badb0e76a48881d087d8cd43fa40373d3905e87c124f7c41b0d159d9b78f9a61,1.3048711424728057,176e76d55d8c267fc250dec42df7b1ffa63c3a351520fbd4e0422a033d41699d,91.61039020381038,93.33333333333333,3.056421868491876,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R071,DEVELOPMENT,15,280.0,0.0,0.01,0fc44060b4da314eb908d60a7df5b85991fbdacbef9c86bb44e479bb68c952e1,08b10275421fe1ea8911340915e966938b6982f5c726238232cbe901544d6e75,100077140400145738531366940170282959481,179790295723175418178122079141597691100,480,15,7d4c0eefc00c9866363baf609c77b76541329962f096cc7f2ecf0f6ceb6ad77d,1.8443823148537486,443194e9ec59d27eb8ff6444d699e8886fa8d13aadf5e778da1cb7326302e33d,53.2899879764529,93.33333333333333,5.254270279132411,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R072,DEVELOPMENT,15,280.0,0.0,0.01,3d2ce7706c76e85ffe4791f24bc1dfa54ca9883167f9c5876f7be8fbfa470bc4,090fd167d532d5a3a12bb42af492b23354d499d07e38f416762fb8af4554aa30,225315040518949167386289190335332680726,335069458891275912608128279384564442849,495,15,b860f092f98303984e300b7362cfa6fb9840f1f935f5c9e821568ff4888ddee4,3.1094058184851603,38cb11593b9efbf5b4cbf15f963dd0ad33a5e514530972b06e6df612ca6bb0d4,53.70995574277373,93.33333333333333,5.213186198494902,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R073,DEVELOPMENT,15,280.0,0.0,0.01,09d8b99b1ef83df3be69040d33ea5d74ca834bceebb86ebadf1483e0f321ed1e,cf7faf7dd188931eba32d75cef23f26c4c714d655773c9fe7c02fa1eeaf7a672,253584840318618138593371613364711226811,21081450128227541408672579770461402750,510,15,88be111cb3b9d0cd9c633c78510f40f5d60512b7741f0a7891b30fab3fe2bb88,1.751240309441654,8e07bc3842787a75ca35108854b70a631d1de1232e147bcaad199345d717462d,92.19089948014056,93.33333333333333,3.0371761375461643,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R074,DEVELOPMENT,15,280.0,0.0,0.01,1f3b27ba6981827eeee906c40c03850aa42774ed042d577bfe3de841ec3d7f78,39855d5bebe36787a0c779e5391a9c65fa83f8ee62521cbd53f5826024f154b7,88736187692647690525368149789055406755,296613881621335674914165978214416924231,525,15,3528003ac923f8a5ca441e14c3c23fcd2e406b0f4177f75a1bf96940defca671,2.27906599489998,d0a216e4fd5450727bda70452e7717035b607c26849464e29762606510c02763,58.29719165412184,93.33333333333333,4.802975787603019,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R076,DEVELOPMENT,15,280.0,0.0,0.01,4870d1efb669acf2d5a9c2d2ed14b73449fcf03225295db8c7f4266f5af030d6,dca8a6f63eb720dd35913be79e4df017654b228afb5c7fa50982dfd92f82bbcd,124913802760090495804552365269154576940,247046124047542600821140811358090311618,540,15,007b69ddcff9df305de9ed75559e416620e21e6360bc56ee93c603d44ddf4c09,4.710715379354346,9c0ae8ad4b33ff66321e0e628bbfc8499581fcb7923ed1b3c6d64f81a93c9955,41.163869225467685,93.33333333333333,6.8020816621088365,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R077,DEVELOPMENT,15,280.0,0.0,0.01,2b71805715827e7afd48c02d78fcfed4b4e43faed6182bd7119ea137b259dffc,6c9ed9dd739b160ca41ca5ba8d0f53a2725b7ad878f978277d0bb5a9ce8977f4,330474658834380454399552003099101896058,302028471063881016007564414818555341549,555,15,3a3396f3caeca89536336f692baed4cf811018f2051799518990db29f1cb4e37,4.580875548663896,19208be467c42382d9767b0b7fd8eb954f5529739424a71ffc052294cfdfef77,51.28537593477803,93.33333333333333,5.459646047171202,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R079,DEVELOPMENT,15,280.0,0.0,0.01,0a9e088c875cd5b05b50bd3b66de3320cdb0fc0b5f314b52a59cc5f85a41a86a,bb2f29f53216e5dd4e57eef77ebe6318c5860476ef52c7607775e8663ea67fb4,337174131453042160449601228838385902708,108402104618969706357251174311426044464,570,15,6358d4083db9c6d5baed602dceadad9a2d0bd4d491b9adcd1573dfdee1bd5115,4.757984540280649,e9e5192ba0506cbd28ee93d56fc47aa0d0e233d91428fbb1f6b5421f70c0700d,49.409723986360106,93.33333333333333,5.666900711230363,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R080,DEVELOPMENT,15,280.0,0.0,0.01,7e5d198378125fadf8b16ac9150e513236ca29cb0a1b5efa87fd9af813d3ba31,05eeba778968f37423224d6f6be2aed5c367a86279babefc006ea6191c3bf3ed,73642827067147982890316533436038305602,334603035496488168066782711438435782538,585,15,8f1f2a7341fe1dcadd73a82efd3158f485656ff7404d48cb9d3e42873227ae77,3.68818744797827,f29cdebd49afe17b62b3356b5c9c0d2e15b08463fa5b95a7f7ad92ed928d4e9e,90.86375726128098,93.33333333333333,3.081536670279362,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R082,DEVELOPMENT,15,280.0,0.0,0.01,47b4db179ac1ba9aab31837c6cee421da9e3a27b01e4db99c6e7e3d549372e67,0be1954d9978fa1a13977fa72c3df80c2dd806f4a1c501f46e81f9926c324dcc,67840620328555292030201563987176021709,263416607361324233373774453688642479884,600,15,6f94aad03967c33fb49c10034631b4fc8a1ae5a4a32bc79f8133ef645ee56a0e,5.827716543815772,e314fd95409bad244fe003b80029c7c2eb4bb33f344d1df2673197c4565fdad0,45.034191899065576,93.33333333333333,6.217498042988305,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R084,DEVELOPMENT,15,280.0,0.0,0.01,27b72fa7533fe72cbdd717229b8d7569fdc8466a5025bbcc8d9a1526422ad61f,55dade69b9400af615bfaf14cdd65978d1e3154d3e930ccc3b91e1e0651044e6,27186938005075123115207232819658052870,309373329755645955704264579045906251928,615,15,267ac350926eac69afcee4df54fa309d3129e897fa8ac2da75e7bbf69c78b39c,6.107831866419517,dc323fb73774c0473bb3bd82ef496f0610c685424d8875fe2a11ae2efb92bf45,67.89185208367938,93.33333333333333,4.124206239872334,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R087,DEVELOPMENT,15,280.0,0.0,0.01,1914f44aa726f61767408537e1d01120af0cf28ba7657fd7ce4526385e9015bb,facf67d8c9f518244442f9eed04736a7e4135b03beedfa6df717227c3d5ce63c,126745092205814447210045446328332218091,302113356002474359177381599567335704225,630,15,83b7f722427bedcd03eab3985e134cd7ba70269fd986d1d1884f2822c2ae39e4,5.539443386321537,f3cbaf5a1316512c158e8137fc9123909788a8df17688ed6554af6aa62494c5c,50.030217821149975,93.33333333333333,5.596617648177252,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R092,DEVELOPMENT,15,280.0,0.0,0.01,840ff31e9eaeefd2b76c7c5f1fe6066c6bfb7e6cd5277999bbf8202dcc7ff4b2,2a62528d1739b40864761f5bf80e01cd7e78f0af02c59d04456bc8923fd739d1,242329385126312395179116424180354471665,315379301250873647378107593383080382401,645,15,e5d47bf7bc9a630bc175f9cc19bf7f11f5f9107acb5991eeae174da798e270ba,2.393946825337025,7e9bf0657ba40057037756beb229930ace1c63a2569409049d7c8f0017c68188,91.77164769467392,93.33333333333333,3.051051245495401,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R093,DEVELOPMENT,15,280.0,0.0,0.01,7e0aa3e5367c352ece040cb80a10f2e6a29fcc34d481ba1f6fd50f402a6f51ba,dbffb36d556c59b40d28a037d1cb8369d723749f13017e26ff5123ec4716c9d4,245790494289499926161231667184880659686,190481852759040043498995811375933278706,660,15,af69d12b0278783801c276a153fbef8cc00c64636f972c395427ceced5932b9e,3.8162148369391673,57e7aefb03a060219ab061fb8fc1641dc4787e4c034573fdc69599d387182ac4,45.94184137291509,93.33333333333333,6.094662112630805,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R094,DEVELOPMENT,15,280.0,0.0,0.01,471f6c018358fe103bef11d041a5d8bf293c43ee1031310d10c8dca751548ff9,4a84f820a7c350fad99013ebd12a409c240756f4c484f011a83cb89d10335bca,249391633542166508506073411575715826070,230531541179724232807915107041258369279,675,15,0120c67f0cde5185dc5d9fdc03c318da7bc6c4fb1b36b2561e33eafb49b4fd9d,3.4186130809553434,bac8363943257fc2af0ac05f3c70686c2c3506301d4605d20ad168a86356c9bd,53.18503533298281,93.33333333333333,5.2646387888428725,MATERIALIZED,,0
F3BBG_N015_A0_Q001_R097,DEVELOPMENT,15,280.0,0.0,0.01,7815b6daee9a4bcc42210c58edcf4bb2c3a9cbb5d2bfc7556fa3c76d672a2ffc,97fcdc96a827826d2dccb1549deb1a4f249f3a7487f8813ac6901f9987faef18,76673119348512083022692323140401193024,339909945609518200290377123690373887857,690,15,a3530f65f9ebaedec4b77bf7e1e1f67223738299cf3880fbab3e4ba7dbd30926,2.486893228330726,115bf1151c3db4cb42c6c8346854eb3e81521bf3d244d0df0fc5bf196005f943,83.82565504819823,93.33333333333333,3.3402661731543297,MATERIALIZED,,0
