simulation_unit_id,truth_state,synthetic_ground_truth_known,qpp_component_present,true_period_s,qpp_fraction,qpp_phase_rad,signal_family,n_samples,red_noise_alpha,gap_quality_regime,truth_source,truth_sha256
F3BBG_N015_A0_Q001_R010:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,d4a2293b928409ffb3dacfbc54607914306905faca8875eeacb29b86de97ac40
F3BBG_N015_A0_Q001_R010:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,50.86241770981439,0.01,2.411936595303881,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,6b8d1e0e96ac1e45be5aa2fb1281a94b0397fddb7eacce48854cd9ea0a971f7f
F3BBG_N015_A0_Q001_R011:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,55cab0bb9341faa6bfe5df5d2d348aca271f98b377b1fbe301e37c31828c5a66
F3BBG_N015_A0_Q001_R011:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,64.02697421060395,0.01,2.8255270299587045,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,fc145c57e46fe9a0b83ac5c03eeee550e6935bbe65104116847baaea51aa5a62
F3BBG_N015_A0_Q001_R014:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,cc741f840e798223230e7e02d914bafb4a90f2f1a462305af35efd2768caeff5
F3BBG_N015_A0_Q001_R014:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,80.93630295642339,0.01,3.621876328801864,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,c3e84f0b8318f0663dea93191b438c24ae4de92e4308424163e678fe130febb9
F3BBG_N015_A0_Q001_R015:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,a4b806fe259097629c194a97d3a8ed2f1c7d7daa23bfb56afc6bb00f8c2f561d
F3BBG_N015_A0_Q001_R015:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,80.86188936901115,0.01,1.2524194784697846,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,04ba4cd3002aae860f10fba17992764b3cb024fe8343fc5a9d50b77c1ba6f2da
F3BBG_N015_A0_Q001_R016:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,f03b7b821e2869c80632746eebe27cc2e3189b9687267f81695173eb8d50ce3d
F3BBG_N015_A0_Q001_R016:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,41.28284297079541,0.01,1.96570557036194,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,17450259d2add446ae2e3a35a5216ea7930c1dfc210d2706fb993289f2ddf2ab
F3BBG_N015_A0_Q001_R017:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,2d71c43ab4cfecf79ad2a34d1abaf359b925571aa1cf940845c4588b207bdcf5
F3BBG_N015_A0_Q001_R017:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,68.50697579013071,0.01,1.5302234823765042,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,3bf538aa7b2d1150397e599c6293b4606a4dd19206982d9f2698e5c0490209c9
F3BBG_N015_A0_Q001_R018:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,3404c87ed1a199268692efd7857cf8bcc852aaf1727cdbc8e0a44355b995039a
F3BBG_N015_A0_Q001_R018:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,75.94053852599221,0.01,5.245521009552805,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,0f0493b1d6dbf7fca8f113389eed7208e0c1a545c30e49a8df4ad827a5fe68d7
F3BBG_N015_A0_Q001_R020:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,de8bf51e0c1de41875258642e4c993279488b98bfcfae3eafc7c9a45dc25fc38
F3BBG_N015_A0_Q001_R020:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,71.8767845544065,0.01,0.3307389980901808,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,66468bd80b30dd8c2578bc3acc0f49f18b8317caf04285cb9b8cbe6dd749032d
F3BBG_N015_A0_Q001_R021:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,480c3fc4765dbd84d15c21469c4178719e6d0685b8d48d34bb431b521a8e49c1
F3BBG_N015_A0_Q001_R021:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,54.33094286960288,0.01,2.3400988986515894,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,ec2bc8708364c8cb86ee119f6e268401f0760a5be3b980057c2d56944865d129
F3BBG_N015_A0_Q001_R022:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,d14e9efc74dd70f42deb3f2c1b6ba9e5baefd61de7a61dbc0d06ba9509f8be17
F3BBG_N015_A0_Q001_R022:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,48.01035661814587,0.01,3.7849941449794535,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,549342e67945d344853d0da2ab0ec597480089631d1ae9857c2fdf1b7ccfe869
F3BBG_N015_A0_Q001_R023:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,8e7b2389ff7a2fe59d97bd26479fe1866814d9a58a5c630146854536155c0f4e
F3BBG_N015_A0_Q001_R023:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,66.32056748498098,0.01,3.497953727353656,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,bda7daa76505d2aa43a41fcaa78e6fc8b3c917b458146a2f3c7df3743dcebd73
F3BBG_N015_A0_Q001_R024:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,e4997d3019bbc48ed4f9fce456fd269f9cec63728494341725690c0bd154c95b
F3BBG_N015_A0_Q001_R024:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,44.82257481652299,0.01,5.563279694700229,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,e63e35841faa6c6ed9c9106c674e86d751e29ded87618c5526ba62eb4fac767e
F3BBG_N015_A0_Q001_R026:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,90053dc68a8c38e036591452c61359d1dc4850cfd01aa1468cc14a11b8939744
F3BBG_N015_A0_Q001_R026:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,56.987666037622816,0.01,4.364281743577898,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,c8f8b34a0a3cc3d712db3a95fe557d976d12f3d8780feb2c757ed1df01dc32b6
F3BBG_N015_A0_Q001_R027:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,70be31f4fcf0a166cfc377f22b93483081a440ae13c5cd45f14467527180efe1
F3BBG_N015_A0_Q001_R027:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,87.78450009460431,0.01,3.2586761966483535,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,51c6f5d6cdc9bd67859d7adacbb28db03f68d79e7c3c21b49b1cd7ebf017a19e
F3BBG_N015_A0_Q001_R032:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,103baed6bd05c575d054bc141ed08d7f51744e3b66114a81ba8d4668fe4bd267
F3BBG_N015_A0_Q001_R032:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,43.528615057062545,0.01,5.168068436100236,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,9ec623185f3d1b08782b85b4385a0b2c0d2497c6d131101a0042ab703c4a4b99
F3BBG_N015_A0_Q001_R042:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,0b0140694d214a74c245bb75fe9324cc13a617844207a8afff0211b4f9a994aa
F3BBG_N015_A0_Q001_R042:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,52.16030642559772,0.01,2.768235646425731,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,667cf77a0e3f92c5fa3a5d2cb32d19c24edba1e9b31e694120561f8a6266ad8b
F3BBG_N015_A0_Q001_R043:NULL:INTERNALMASK,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,F3B2_FROZEN_GENERATOR_BINDING,c34e845b5838d7353e8b02d5fefcdf0b780206c1e5697c1c6daa22b143eb5575
F3BBG_N015_A0_Q001_R043:NULL:PEAKMASK,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,PEAK_SAMPLE_MASKED,F3B2_FROZEN_GENERATOR_BINDING,37203b67b43cb9093ae25aab60f2cf30dedb474bcf5b3cb7a3995048e52f478d
F3BBG_N015_A0_Q001_R043:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,be0af1de9d6b56c672d6305f2fbf8c4c48802e9e4c0b70b2db589538e1e2303c
F3BBG_N015_A0_Q001_R043:POS:INTERNALMASK,SYNTHETIC_QPP_PRESENT,True,True,48.000396178347465,0.01,3.1664278264652275,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,F3B2_FROZEN_GENERATOR_BINDING,f3a8a1b0a0ac4285c785430601639789af7e8239b46f8452bd813cb9971dc012
F3BBG_N015_A0_Q001_R043:POS:PEAKMASK,SYNTHETIC_QPP_PRESENT,True,True,48.000396178347465,0.01,3.1664278264652275,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,PEAK_SAMPLE_MASKED,F3B2_FROZEN_GENERATOR_BINDING,2702254ec9b1d5d3451ddd1333ce8586ebf67d528d68523de2a20dc292b5760e
F3BBG_N015_A0_Q001_R043:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,48.000396178347465,0.01,3.1664278264652275,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,e83736b1351f30d3e25b3729f39bec0a08ef7540557c9f2fdef08a72ce181fbf
F3BBG_N015_A0_Q001_R045:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,c99097c046f63f4034f680a63e34635889515dfae126ae81653958b0b14db8de
F3BBG_N015_A0_Q001_R045:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,42.934774101519935,0.01,4.80612011224292,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,117a99fccc9cac8e543d1eb47d98472a50897cc5565f76942fdbb65b15392bc2
F3BBG_N015_A0_Q001_R046:NULL:INTERNALMASK,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,F3B2_FROZEN_GENERATOR_BINDING,d44b1bad0d76d64c957327255ed0a8b363bf6d431af6f0633c074d80e576d8d5
F3BBG_N015_A0_Q001_R046:NULL:PEAKMASK,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,PEAK_SAMPLE_MASKED,F3B2_FROZEN_GENERATOR_BINDING,4c423741b6d11e21d05c435a21a4b0f0e888819b7fcc0c603209ca67903dd930
F3BBG_N015_A0_Q001_R046:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,f7807bbaf81c0becbe612ad9cd2a0897af9fc46535958701f87bc03de8b3ab9e
F3BBG_N015_A0_Q001_R046:POS:INTERNALMASK,SYNTHETIC_QPP_PRESENT,True,True,73.82265889136104,0.01,5.679121723960483,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,ONE_INTERNAL_NONPEAK_SAMPLE_MASKED,F3B2_FROZEN_GENERATOR_BINDING,c1838ba421afc08daab3c92ab952fc9c46bf32a60a5d708c7f40bd844f80cd82
F3BBG_N015_A0_Q001_R046:POS:PEAKMASK,SYNTHETIC_QPP_PRESENT,True,True,73.82265889136104,0.01,5.679121723960483,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,PEAK_SAMPLE_MASKED,F3B2_FROZEN_GENERATOR_BINDING,eda2a19303373591e1adff3fb82fe49070f4473becd105f5c5cfe1b5d6c6654d
F3BBG_N015_A0_Q001_R046:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,73.82265889136104,0.01,5.679121723960483,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,b232c8c6e1edc57bc454b27423935922537c72e788059dc4f8f98908e51c6bd8
F3BBG_N015_A0_Q001_R048:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,4a952d63529120497a02b715aaa7afdf8f4bb3f13ad5ba62c36e1e910f9e03c4
F3BBG_N015_A0_Q001_R048:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,69.13067976223529,0.01,5.04470515592491,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,6f2fc90b8135409a9bee141c0bd3d8919c4dc7198f9884ff40a199ab38299c7e
F3BBG_N015_A0_Q001_R049:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,7d855da5ca1cc297f4d09e781f9157a4ec511287cf8dd43ff6583390210f7a8e
F3BBG_N015_A0_Q001_R049:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,74.93818476005929,0.01,4.729905247859995,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,a4ad4a06429cdde5d9276e6051a1406b064013f474ea70f06004bfe11ea86002
F3BBG_N015_A0_Q001_R050:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,dec7c536f33454714fcbfd518025092863c9f804d8e87b5f0db2749cc0c0645d
F3BBG_N015_A0_Q001_R050:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,52.72372672840095,0.01,3.0333784870982488,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,f6c87ff2740824a3022e389c10317df4f6c02c999e5257c698b1e7700f1c6bdc
F3BBG_N015_A0_Q001_R051:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,7ba7f5babc2477d88104e9ae663bdaa22fccfaa14d00a8f89379af630fc71a85
F3BBG_N015_A0_Q001_R051:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,41.431741970952544,0.01,4.830703590889471,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,78931f055581218ffd3e2afd1eed2275af30009e8d1e1bb78609ef2b96f12475
F3BBG_N015_A0_Q001_R052:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,02547b9ac41e41650178c350a97b0ba559577d4df3d2c481077e91bb86a0fe8c
F3BBG_N015_A0_Q001_R052:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,50.25291296820119,0.01,1.8019938892267244,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,ef2cf715a0c96abb27fb8e3afdeb59a4b29e4e24a362ed8f36d52a121e8ca9ef
F3BBG_N015_A0_Q001_R056:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,cbe537c0188c12f477126ae090de775e4f74fba2b48a8f978182a5b8f9a80abe
F3BBG_N015_A0_Q001_R056:POS:PRIMARY,SYNTHETIC_QPP_PRESENT,True,True,63.670199758016054,0.01,5.605772756983421,STATIONARY_ENVELOPE_MODULATED_SINUSOID,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,4572f94d0035aab1f9de457fd41d4c0ff19ea63a40cd2ccf9b40149b1adceb97
F3BBG_N015_A0_Q001_R057:NULL:PRIMARY,SYNTHETIC_QPP_ABSENT,True,False,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,NONE,15,0.0,CONTIGUOUS_ALL_GOOD,F3B2_FROZEN_GENERATOR_BINDING,dad8ebc545cd0a807157c17040245ec4fda32d8a4e24dbe95e46bd464019452c
